F59,F61,F64,F109,F111,F114,F115,F116,F117,F120,F121,F122,F123,F126,F157,F158,F159,F160,F161,F162,F223,F224,F225,F228,F229,F230,F231,F234,F265,F266,F267,F268,F269,F270,F321,F527,F531,F670,F778,F844,F850,F886,F994,F996,F1102,F1104,F1212,F1320,F1428,F1492,F1498,F1536,F1692,F1926,F1932,F1966,F1968,F2034,F2040,F2074,F2076,F2082,F2122,F2142,F2148,F2182,F2184,F2285,F2481,F2578,F2582,F2678,F2686,F2737,F2779,F2956,F3043,F3502,F3504,F3532,F3534,F3610,F3612,F3640,F3642,F3748,F3750,F3836,F3887,F3894,F3898,F3908,F3913,F3914,F59_isnan,F60_isnan,F61_isnan,F62_isnan,F63_isnan,F64_isnan,F157_isnan,F159_isnan,F160_isnan,F162_isnan,F265_isnan,F267_isnan,F268_isnan,F270_isnan,F364_isnan,F365_isnan,F366_isnan,F367_isnan,F368_isnan,F369_isnan,F466_isnan,F468_isnan,F471_isnan,F568_isnan,F570_isnan,F571_isnan,F573_isnan,F2288_isnan,F2290_isnan,F2291_isnan,F2293_isnan,F2385_isnan,F2386_isnan,F2387_isnan,F2388_isnan,F2389_isnan,F2390_isnan,F2484_isnan,F2486_isnan,F2487_isnan,F2489_isnan,F2581_isnan,F2583_isnan,F2584_isnan,F2586_isnan,F2681_isnan,F2682_isnan,F2683_isnan,F2684_isnan,F2685_isnan,F2686_isnan,F2782_isnan,F2784_isnan,F2785_isnan,F2787_isnan,F2889_isnan,F2891_isnan,F2892_isnan,F2894_isnan,F2997_isnan,F2998_isnan,F2999_isnan,F3000_isnan,F3001_isnan,F3002_isnan,F3103_isnan,F3105_isnan,F3106_isnan,F3108_isnan,F_account_age_days,F_unsupervised_anomaly_score,F_balance_velocity_per_month,F_balance_velocity_per_day,F3886_Savings,F3924
0.58,0.59,0.7,0.61,0.63,0.52,0.61,0.45,0.63,0.52,0.61,0.45,0.63,0.52,0.51,0.5,0.52,0.61,0.57,0.62,0.23,0.17,0.24,0.17,0.23,0.17,0.24,0.17,0.29,0.27,0.29,0.38,0.3,0.41,1.14,0.86,0.87,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.375,0.375,0.0,0.0,0.416666667,0.416666667,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,646833.83,456,52.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,13971,0.06354222903611817,1418.49524122807,46.29832009161835,0.0,0
0.58,0.59,0.7,0.45,0.43,0.3,0.44,0.47,0.42,0.29,0.44,0.47,0.42,0.29,0.0,0.0,0.52,0.0,0.0,0.62,0.16,0.13,0.19,0.25,0.16,0.13,0.19,0.25,0.0,0.0,0.29,0.0,0.0,0.41,2.06,0.8,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.363636364,0.363636364,0.0,0.0,0.0,0.0,0.434782609,0.434782609,0.0,0.0,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,0.0,87.5,-1.0,-1.0,-0.03,-1.0,-1.0,-1.0,-0.04,-1.0,-0.03,-1.0,-309454127.7,410,65.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12602,0.04888378233393054,-754766.1651219511,-24555.953634343754,1.0,0
0.8,0.92,0.78,0.44,0.38,0.75,0.42,0.8,0.36,0.75,0.42,0.8,0.36,0.75,0.43,1.0,0.38,0.81,1.0,0.76,0.34,0.4,0.33,0.59,0.34,0.4,0.33,0.59,0.34,0.33,0.34,0.55,0.37,0.6,1.05,1.11,1.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.201086957,0.201086957,0.391304348,0.0,0.207894737,0.207894737,0.407894737,0.0,0.015789474,0.039426523,0.218637993,0.218637993,0.401433692,0.0,0.41,0.62,-0.02,0.0,-0.52,-0.12,-0.08,-0.53,9.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68997.37,277,51.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8437,0.03479408286501018,249.08797833935017,8.177950693374422,1.0,0
0.0,0.0,0.0,0.24,0.22,0.9,0.25,0.5,0.23,0.9,0.25,0.5,0.23,0.9,0.16,0.0,0.17,0.01,0.0,0.04,0.07,0.5,0.04,0.45,0.07,0.5,0.04,0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.31,7.25,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.21875,0.21875,0.08125,0.0375,0.218430034,0.218430034,0.119453925,0.061433447,0.0,0.0,0.199013158,0.199013158,0.113486842,0.047697368,0.38,1.49,-0.1,0.0,-0.12,0.1,-0.28,-0.18,8.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3125811.67,166,15.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080,0.01208782496299493,18830.19078313253,615.3172578740157,0.0,0
0.8,0.75,0.88,0.49,0.44,0.66,0.53,0.6,0.48,0.68,0.53,0.6,0.48,0.68,0.45,0.5,0.44,0.8,1.0,0.23,0.34,0.4,0.3,0.38,0.34,0.4,0.3,0.38,0.36,0.5,0.33,0.79,1.0,0.2,0.76,1.29,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.75,0.8,0.8,0.6,0.6,0.0,0.0,0.8,0.8,0.6,0.6,1.01,3.26,-0.03,0.21,0.02,0.27,-0.01,-0.01,1375.0,87.5,-1.0,-1.0,0.72,2.8,-1.0,-1.0,0.77,3.08,0.88,3.22,1410.0,155,30.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4829,-0.01047387659337301,9.096774193548388,0.29198591840960864,1.0,0
0.92,0.9,1.0,0.47,0.45,1.0,0.47,0.5,0.45,1.0,0.47,0.5,0.45,1.0,0.45,0.43,0.45,1.0,1.0,1.0,0.43,0.5,0.41,1.0,0.43,0.5,0.41,1.0,0.41,0.43,0.41,1.0,1.0,1.0,1.08,1.15,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.875,0.5,0.636363636,0.636363636,0.863636364,0.590909091,0.0,0.0,0.608695652,0.608695652,0.826086957,0.565217391,1.23,6.28,-0.35,3.69,0.14,-0.12,0.15,-0.25,306.0,878.0,-1.0,-1.0,0.51,1.42,-1.0,-1.0,0.55,1.5,0.71,1.28,-1711905.55,156,48.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,4814,0.057372363180966224,-10973.753525641026,-355.60979434981306,0.0,0
0.58,0.59,0.7,0.42,0.38,0.29,0.43,0.5,0.4,0.29,0.43,0.5,0.4,0.29,0.51,0.5,0.52,0.61,0.57,0.62,0.3,0.38,0.27,0.28,0.3,0.38,0.27,0.28,0.29,0.27,0.29,0.38,0.3,0.41,1.36,1.29,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.5,0.5,0.0625,0.0625,0.0,0.0,0.583333333,0.583333333,0.166666667,0.166666667,1.15,157.94,0.29,0.0,24.44,-0.12,6.46,31.88,64.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-110962313.6,154,39.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4743,0.0249428296128682,-720534.5038961038,-23394.96386253426,1.0,0
0.71,1.0,1.0,0.82,0.71,0.75,0.82,1.0,0.71,0.75,0.82,1.0,0.71,0.75,0.78,1.0,0.71,0.75,1.0,0.75,0.45,0.0,0.71,0.75,0.45,0.0,0.71,0.75,0.56,0.0,0.71,0.73,0.0,0.75,1.46,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.8,0.9,0.8,0.833333333,0.833333333,0.888888889,0.833333333,0.0,0.0,0.8125,0.8125,0.84375,0.8125,1.84,2.81,0.34,-0.53,-0.41,-0.04,-0.23,-0.22,190.0,87.5,-1.0,-1.0,0.98,-1.0,-1.0,-1.0,1.08,-1.0,1.17,-1.0,1429391.15,0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0.06831319791583823,1429391.15,13613.249047619047,0.0,0
0.44,0.45,0.36,0.48,0.47,0.39,0.48,0.5,0.47,0.39,0.48,0.5,0.47,0.39,0.53,0.56,0.53,0.55,0.91,0.55,0.26,0.28,0.25,0.22,0.26,0.28,0.25,0.22,0.24,0.22,0.24,0.21,0.7,0.2,1.06,1.09,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.8,0.8,0.4,0.4,0.0,0.0,0.916666667,0.916666667,0.666666667,0.666666667,0.38,1.49,-0.1,-0.16,-0.12,-0.1,-0.3,-0.18,18.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1055404.87,286,56.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8786,0.10020315498407567,3690.2268181818185,120.1234771226952,1.0,0
0.61,0.61,0.24,0.55,0.6,0.05,0.55,0.4,0.6,0.05,0.55,0.4,0.6,0.05,0.61,0.63,0.61,0.58,0.41,0.73,0.3,0.2,0.33,0.01,0.3,0.2,0.33,0.01,0.37,0.38,0.37,0.13,0.09,0.17,1.19,0.66,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.948717949,0.948717949,1.0,0.948717949,0.967741935,0.967741935,1.0,0.967741935,0.0,0.0,0.927419355,0.927419355,0.991935484,0.927419355,0.38,1.49,-0.1,-0.33,0.13,-0.02,0.2,-0.18,61.0,107.0,-1.0,-1.0,0.69,2.8,-1.0,-1.0,0.72,3.23,0.76,3.44,1230249.39,144,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,0.07270185180710304,8543.398541666666,278.39995247793615,1.0,0
0.55,0.55,0.55,0.58,0.55,0.66,0.59,0.61,0.55,0.66,0.59,0.61,0.55,0.66,0.54,0.49,0.55,0.67,0.69,0.66,0.29,0.28,0.31,0.37,0.29,0.28,0.31,0.37,0.29,0.26,0.31,0.37,0.37,0.37,1.04,0.96,1.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.923076923,0.923076923,0.846153846,0.846153846,0.885714286,0.885714286,0.885714286,0.857142857,0.0,0.0,0.890410959,0.890410959,0.890410959,0.876712329,0.06,0.08,-0.44,0.0,-0.09,-0.12,-0.49,-0.49,16.0,87.5,-1.0,-1.0,0.79,4.12,-1.0,-1.0,0.83,4.38,0.85,4.37,569359.0,80,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2444,0.0904491104514899,7116.9875,232.96194762684124,1.0,0
0.58,0.59,0.7,0.67,0.75,0.97,0.33,0.5,0.0,0.0,0.33,0.5,0.0,0.0,0.51,0.5,0.52,0.61,0.57,0.62,0.33,0.5,0.0,0.0,0.33,0.5,0.0,0.0,0.29,0.27,0.29,0.38,0.3,0.41,1.99,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.611111111,0.611111111,0.333333333,0.333333333,0.479166667,0.479166667,0.1875,0.1875,0.0,0.028985507,0.492753623,0.492753623,0.202898551,0.202898551,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,64.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7911443.32,47,23.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1545,0.048168239215204633,168328.58127659574,5120.67528802589,1.0,0
0.58,0.59,0.7,1.0,1.0,1.0,1.0,1.0,0.53,0.64,1.0,1.0,0.53,0.64,0.51,0.5,0.52,0.61,0.57,0.62,0.0,0.0,0.31,0.43,0.0,0.0,0.31,0.43,0.29,0.27,0.29,0.38,0.3,0.41,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.466666667,0.466666667,1.0,0.466666667,0.5,0.5,1.0,0.5,0.0,0.0,0.541666667,0.541666667,0.958333333,0.541666667,0.99,2.48,-0.25,-0.62,0.02,-0.12,-0.15,-0.24,256.0,441.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1761980.63,45,30.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1395,0.049051000001791745,39155.125111111105,1263.068551971326,1.0,0
0.0,0.59,0.7,0.59,0.61,0.54,0.59,0.53,0.61,0.53,0.59,0.53,0.61,0.53,1.0,1.0,0.52,1.0,1.0,0.62,0.28,0.27,0.28,0.26,0.28,0.27,0.28,0.26,0.0,0.0,0.29,0.0,0.0,0.41,0.98,0.98,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657894737,0.657894737,0.697368421,0.657894737,0.682119205,0.682119205,0.774834437,0.682119205,0.0,0.0,0.728571429,0.728571429,0.838095238,0.728571429,1.37,5.86,0.02,0.0,0.25,-0.12,0.47,0.27,231.0,538.0,-1.0,-1.0,1.1,-0.3,-1.0,-1.0,1.12,-0.25,1.18,-0.22,14916177.96,45,30.0,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1395,0.043141124846284684,331470.6213333334,10692.600688172044,1.0,0
0.58,0.59,0.7,0.67,0.69,0.64,0.67,0.61,0.68,0.64,0.67,0.61,0.68,0.64,0.51,0.5,0.52,0.61,0.57,0.62,0.42,0.39,0.43,0.36,0.42,0.39,0.43,0.36,0.29,0.27,0.29,0.38,0.3,0.41,0.97,0.93,0.87,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.444444444,0.444444444,0.555555556,0.444444444,0.432432432,0.432432432,0.540540541,0.432432432,0.0,0.0,0.406976744,0.406976744,0.523255814,0.38372093,0.38,1.49,-0.1,-0.01,-0.12,0.16,0.32,-0.18,251.0,87.5,-1.0,-1.0,1.1,1.05,-1.0,-1.0,1.15,1.27,1.21,1.63,10586592.49,43,29.0,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,0.06606361736195887,246199.8253488372,7588.955189964158,1.0,0
0.62,0.53,0.66,0.71,0.32,0.6,0.71,0.78,0.32,0.6,0.71,0.78,0.32,0.6,0.71,0.78,0.32,0.59,0.58,0.6,0.44,0.49,0.17,0.4,0.44,0.49,0.17,0.4,0.44,0.49,0.17,0.37,0.35,0.4,1.02,1.1,0.89,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8125,0.8125,0.9375,0.8125,0.806451613,0.806451613,0.774193548,0.709677419,0.0,0.0,0.75,0.75,0.729166667,0.645833333,0.38,1.49,-0.1,-0.01,-0.12,0.18,0.19,-0.18,234.0,87.5,16.72,16.72,0.39,2.95,11.08,11.08,0.58,3.65,0.59,3.5,38429.87,0,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.09623580523909481,38429.87,1038.6451351351352,0.0,0
0.62,0.61,0.72,0.6,0.6,0.65,0.59,0.59,0.6,0.65,0.59,0.59,0.6,0.65,0.6,0.68,0.6,0.68,0.75,0.65,0.37,0.38,0.36,0.47,0.37,0.38,0.36,0.47,0.37,0.47,0.36,0.49,0.57,0.47,1.06,1.04,1.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.704225352,0.704225352,0.830985915,0.633802817,0.729559748,0.729559748,0.823899371,0.660377358,0.0,0.018018018,0.735735736,0.735735736,0.810810811,0.681681682,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,64.0,87.5,-1.0,-1.0,0.13,2.33,-1.0,-1.0,0.2,2.6,0.04,2.03,5338824.38,11,29.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,453,0.06295582080692597,485347.6709090909,11785.484282560707,1.0,0
0.65,0.67,0.93,0.71,0.79,0.96,0.71,0.57,0.79,0.96,0.71,0.57,0.79,0.96,0.71,0.55,0.79,0.94,0.89,0.96,0.46,0.33,0.52,0.89,0.46,0.33,0.52,0.89,0.46,0.32,0.53,0.87,0.81,0.9,1.46,0.72,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.677966102,0.677966102,0.86440678,0.644067797,0.728070175,0.728070175,0.921052632,0.710526316,0.0,0.004854369,0.757281553,0.757281553,0.941747573,0.733009709,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,0.0,87.5,-1.0,-1.0,0.82,1.42,-1.0,-1.0,0.86,1.24,0.94,1.69,-2578129117.0,11,29.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,453,0.06578637345924104,-234375374.27272728,-5691234.253863134,1.0,0
0.58,0.59,0.7,1.0,0.53,0.66,1.0,1.0,0.53,0.64,1.0,1.0,0.53,0.64,0.51,0.5,0.52,0.61,0.57,0.62,1.0,1.0,0.31,0.43,1.0,1.0,0.31,0.43,0.29,0.27,0.29,0.38,0.3,0.41,1.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9,0.9,0.9,0.9,0.866666667,0.866666667,0.866666667,0.866666667,0.0,0.0,0.885245902,0.885245902,0.918032787,0.885245902,0.0,0.0,-0.28,0.43,-0.39,-0.39,-0.51,-0.57,45.0,87.5,-1.0,-1.0,-0.86,-0.62,-1.0,-1.0,-0.89,-0.7,-0.88,-0.67,-3267827811.0,166,39.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097,0.08372545001699233,-19685709.704819277,-641127.6851088876,1.0,0
0.67,0.59,0.7,0.56,0.57,0.65,0.56,0.4,0.57,0.67,0.56,0.4,0.57,0.67,0.75,0.75,0.52,0.36,0.36,0.62,0.43,0.12,0.46,0.15,0.43,0.12,0.46,0.15,0.5,0.5,0.29,0.35,0.35,0.41,0.18,0.32,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.535714286,0.535714286,0.428571429,0.321428571,0.488888889,0.488888889,0.4,0.222222222,0.0,0.0,0.418604651,0.418604651,0.348837209,0.201550388,0.0,0.0,-0.25,-0.06,-0.85,-0.79,-0.86,-0.89,15.0,87.5,-1.0,-1.0,0.23,2.48,-1.0,-1.0,0.28,2.76,0.39,2.97,-2835428259.0,227,62.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974,0.05316882317377142,-12490873.3876652,-406571.3018353886,0.0,0
0.6,0.68,0.69,0.59,0.61,0.76,0.59,0.55,0.61,0.76,0.59,0.55,0.61,0.76,0.52,0.4,0.56,0.61,0.58,0.62,0.4,0.36,0.42,0.57,0.4,0.36,0.42,0.57,0.31,0.1,0.38,0.34,0.14,0.43,1.13,0.9,1.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.416458853,0.416458853,0.556109726,0.004987531,0.41198044,0.41198044,0.557457213,0.003667482,0.0,0.0,0.401396161,0.401396161,0.556719023,0.001745201,0.33,0.65,-0.24,0.22,-0.25,-0.04,-0.31,-0.42,86.0,87.5,-1.0,-1.0,0.7,1.24,-1.0,-1.0,0.54,1.05,0.47,0.97,125814.48,121,25.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3754,0.07879199427604566,1039.7890909090909,33.51477890250399,1.0,0
0.58,0.59,0.7,0.87,0.75,0.94,0.71,0.51,0.71,0.93,0.71,0.51,0.71,0.93,0.51,0.5,0.52,0.61,0.57,0.62,0.71,0.29,0.71,0.93,0.71,0.29,0.71,0.93,0.29,0.27,0.29,0.38,0.3,0.41,0.99,1.0,1.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.442922374,0.442922374,0.51826484,0.0,0.430274136,0.430274136,0.536352801,0.00238379,0.0,0.0,0.418874172,0.418874172,0.539183223,0.001655629,0.0,0.0,-0.4,-0.4,-0.42,-0.05,-0.63,-0.65,24.0,42.0,-1.0,-1.0,-0.1,0.19,-1.0,-1.0,-0.12,0.17,-0.1,0.2,138794.48,127,41.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,-0.021771615593023097,1092.8699212598426,34.90806841046278,1.0,0
0.58,0.59,0.7,0.5,0.5,0.89,0.5,0.51,0.5,0.89,0.5,0.51,0.5,0.89,0.51,0.5,0.52,0.61,0.57,0.62,0.5,0.29,0.5,0.89,0.5,0.29,0.5,0.89,0.29,0.27,0.29,0.38,0.3,0.41,1.5,1.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.413705584,0.413705584,0.550761421,0.002538071,0.412066752,0.412066752,0.53915276,0.001283697,0.0,0.0,0.384197829,0.384197829,0.569360676,0.000603136,0.0,0.0,-0.32,0.13,-0.34,-0.28,-0.55,-0.55,24.0,37.0,-1.0,-1.0,0.33,0.16,1.6,1.6,0.19,0.2,0.11,0.21,691273.43,213,34.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6558,0.042800454834866386,3245.415164319249,105.40918420250077,1.0,0
